path,size_bytes,sha256
figure_source_data/Fig5/processed_data/Fig4_metric_data_final.csv,42234,7299d583c5ac249d2c3ab6fe5659bcdc3bcddd44c00bfa8ba2aba40a04235772
figure_source_data/Fig5/processed_data/Fig6_quant_replot_source.csv,4137,fca78b9c52baac9d311169865738dc9c4e0909b96a91b56784fcc83188d972e1
figure_source_data/Fig5/processed_data/Fig7_quant_replot_source.csv,2071,c6f9d9ae4c0e9df2652234bda7674605c58d06d88bb99e27a43ff87ad77dd969
figure_source_data/Fig5/processed_data/n3_summary_local.csv,1620,3e8843bc0e63992cf532c8c41fa9d171d9edc16cd692ec0b4fd883f047543978
figure_source_data/Fig5/README.md,197,a1d4045b479f31b3c5e53d8cb1bb03875e5a2632cf940fbe0a0d58d33074e2d8
figure_source_data/Fig6/lightweight_raw_metadata/Fig6_stage2A_schemeA_render_metadata.json,9133,edb9fb43c5929f0d940800940fdfa210a2664df9b2d8d626045e3d4340244193
figure_source_data/Fig6/lightweight_raw_metadata/source_manifest_final_dense.json,1856,f27033c3c3997095be6e815c33538531e7456c1cbf407f2acb9ae2e3f338cf5f
figure_source_data/Fig6/plot_scripts/Fig6_quant_replot_script.py,660,91262a6b40125f494ca671df4bc72efc4ac81db06d40b557df77778ffd82899a
figure_source_data/Fig6/processed_data/Fig6_quant_replot_source.csv,4137,fca78b9c52baac9d311169865738dc9c4e0909b96a91b56784fcc83188d972e1
figure_source_data/Fig6/processed_data/Fig6_stage2A_dense_metric_schemeA.csv,4137,fca78b9c52baac9d311169865738dc9c4e0909b96a91b56784fcc83188d972e1
figure_source_data/Fig6/README.md,197,8b0cda57a667465d277d6896d5c8cbfa84cc3c612e49be2d4ecb8cfafd0e0d45
figure_source_data/Fig7/lightweight_raw_metadata/Fig7_source_data_manifest.json,13215,cfd01419eb0efab27f146063d8a68e541d47779c958c83bd333831daf2fff31e
figure_source_data/Fig7/plot_scripts/Fig7_quant_replot_script.py,660,061a2bc7ccfbc451472ea41df653c5f6923e8b9439e8850939334b46c1c336bc
figure_source_data/Fig7/processed_data/Fig7_quant_replot_source.csv,2071,c6f9d9ae4c0e9df2652234bda7674605c58d06d88bb99e27a43ff87ad77dd969
figure_source_data/Fig7/processed_data/Fig7_stage1_DXA_metric_preview.csv,3895,802e38cde16f7ae0710dc7ef5e470818baebd8f27ca65d3129d2a023bd748b2c
figure_source_data/Fig7/README.md,197,4786a1ec3ff810d54029057e109e4bc54867db6c94a88ca1c00dae198bea3217
GITHUB_EXCLUDED_FILES.csv,16906,427aa098b9500804db637a55d7c84ff216ce93212e4f85724b3dbf5b4c0a9f67
GITHUB_RELEASE_SIZE_REPORT.md,859,dba6231e6a9393caec7825775ea2c2f1bb7dc2975307756d4727df7714ebfabe
inputs/INPUT_FILE_INDEX.csv,1832,35ba2e9eadfac48c38c8d21c29d7805298a08f6ace8e3c2fd2128dfdcb8e1bdd
inputs/M3_SYM/equilibration_300K_NPT_NVT.lmp,1216,23aa5c58687d2706578ec91a980699e250b819211b76a5d074a5d5a765b4d6bc
inputs/M3_SYM/minimization.lmp,884,5f5df39ba6ac208e3043b68f7ff7f9e78c8c5599b53f3b6eb1cce1cba436f3c1
inputs/M3_SYM/tension.lmp,2153,152252ab49fc8c1f72771fa8a214c384a2a2b5b672e525463982986429dfae7f
inputs/M4_LIT/equilibration_300K.lmp,1081,1471a592407c1aa1e1002d35c2addef2208df9257dbd1b71cd268b026bb3a53a
inputs/M4_LIT/minimization.lmp,885,c9fbb8f505ec87a85f65d4b3f9ec1475e1eabe050ba8ec4a10fb51c0f776949f
inputs/M4_LIT/tension.lmp,2128,b37322975d55a53dfefc50232da85cd15eff285f9089f663bcb9a1afd2911e9f
inputs/M4_RATIO/equilibration_300K_NPT_NVT.lmp,1242,b1c4e8eab7734b274d73acf968577743a75d0c683f4f5f95c8a268f3dec46a79
inputs/M4_RATIO/minimization.lmp,846,7bfd287ea74b14ee17adf899b47d4b0f09fa6efba31b1cd17b17dde034e08dcf
inputs/M4_RATIO/tension.lmp,2185,ead662a79a8956c6df45057066fe989a816b404325ee189c3756e412b732d915
inputs/M4_SYM/equilibration_300K_NPT_NVT.lmp,1216,f9b8945230a2417528e3f32d8f41fc8e44f6ce50d127df729181945fcd6427a0
inputs/M4_SYM/minimization.lmp,886,480bc1da422bd9d048158f0fbc3145dd523f5ed4f3e72174ece35247067dad8a
inputs/M4_SYM/tension.lmp,2153,80550b9fea10b4d9405aaadfa6bd4da59b0ebe5a99b503752f054a5706bcf4f6
inputs/production/independent_seed_equilibration_tension.lmp,4156,f1e02f9a7161943d5defa8d73568320854cc3db5df192eb155b69b44b124d3cd
inputs/README.md,293,a0b4456a953be9e11d77943ab4b72cf0404db10d0153faa112e02c6abc9bef76
KNOWN_LIMITATIONS.md,699,ace4fbaab045ea879230cd9cc21cf2a157abcd83613fa5a50d242480d3931720
LICENSE_CODE.txt,1519,65c63564d6c002c1b29d34d7ebb271e12b87c37366d63c05f490da074d0a49be
LICENSE_DATA.txt,19676,3b004b7d6bb2aef10ab85be6bcd02a930d8e7786edc7614cb933801168d69bb1
MODEL_NAME_MAPPING.md,411,e4fdf36b5584f7dbc81a82d6e6455d18d08730838e0084e469c5c7f67718f69a
model_structures/crystallographic_inputs/Al2Cu.cif,2957,2abeda2b05bbd1fa30335571a7b40293ed93152ec4f8647565b2a86e1ea8997c
model_structures/crystallographic_inputs/Al4Cu9_full.cif,3448,4afa8cae0d5de9173d402d35974874ff84466727b1b5a876b4739c978a14f323
model_structures/crystallographic_inputs/type_mapping_main.txt,52,a39e41da8b5b1b3b89413551baa8e2e70f0fe409a8014e6e4581de725b2cf5be
model_structures/M3_SYM/README.md,360,83a89bc05d9fe59468e1efb2289f9432b027dad97ee2923b3514164230221692
model_structures/M4_LIT/README.md,449,7b4e7b42199c1cef79e350a5e59da34ecb81b9892ad247b58d474ba0303d88e5
model_structures/M4_RATIO/README.md,399,616a4b91dad52c54badb0969333804ae1b2446afb9aa22fe30d167ceef307204
model_structures/M4_SYM/README.md,400,a68783fe146d6e18136bd2bdc4e0fb24e08a493677906ae3c717530d25b7a0d2
model_structures/MODEL_METADATA.csv,1196,f6ae62b5a47445aaf5c0ac0a49a464c04bae9097b3b5e13ff1844bb04c0fa016
model_structures/MODEL_STRUCTURE_INDEX.csv,757,75b7311b0d878ee95a85e97ecae956b3a89b72d07f5f56bf2bf56e0fd7165fbc
processed_data/AUTHORITATIVE_NINE_TRAJECTORIES.csv,1756,4b97913c4346b17e9ec374d3bb868e2ac97a6519ecaa2b50520a4bca2b6702e9
processed_data/mechanical/compute_vs_local.csv,9506,82a52f51f789a1052f00514c0b46b61f4bef0195a064f9a05b08d00b839dd7ba
processed_data/mechanical/F50_SENSITIVITY_N9.csv,1665,66ad60c71e38d19c5d925ca38bec3d1db1a223be6c03c6355e0a5b88a6b1759b
processed_data/mechanical/F50_SENSITIVITY_N9.md,885,43e32b8b16a9aa6e7f944c27594ffc7ea6bf7240a29e906089d01b702534b88a
processed_data/mechanical/metrics_per_trajectory_local.csv,5342,3681bf82f82a032e652d2ee763d94de131d86279099f88870af79fd5ad4fd628
processed_data/mechanical/n3_summary_local.csv,1620,3e8843bc0e63992cf532c8c41fa9d171d9edc16cd692ec0b4fd883f047543978
PUBLIC_RELEASE_AUDIT_REPORT.md,2464,9a520693c308ecfedc8f40932a529203ead414390376362c8fb028d258c3121b
README.md,3294,cf093e220603f59ee22ca1e78fd5a2d11eb3cc2087e3e33a8b3f660a9b7e3ca6
RELEASE_SIZE_METRICS.json,470,1c743809e29c8665042dae134f0678ac2d75861b4e47346c2febcc6560461d31
REPRODUCIBILITY_GUIDE.md,2038,f6af39f070594166c97e4eea412193ea6cee1ab9b72872c19de9381ef1255cbb
supplementary_source_data/compute_vs_local.csv,9506,82a52f51f789a1052f00514c0b46b61f4bef0195a064f9a05b08d00b839dd7ba
supplementary_source_data/F50_existing_data_sensitivity.csv,846,d3b5ef988d2b40b152dc4c3b2b7f0dff8b31909021c24efe0f8a7e9a5f3fe357
supplementary_source_data/F50_SENSITIVITY_N9.csv,1665,66ad60c71e38d19c5d925ca38bec3d1db1a223be6c03c6355e0a5b88a6b1759b
supplementary_source_data/Fig4_metric_data_for_Table_S6.csv,42234,7299d583c5ac249d2c3ab6fe5659bcdc3bcddd44c00bfa8ba2aba40a04235772
supplementary_source_data/interface_construction_registry.csv,4313,4096f4bd8ac1232c74945b62a2dd447b94e4c856c37fd56e335f48a55c4f3b4d
supplementary_source_data/M4_RATIO_geometry_design.csv,1055,a05b8bb16691792bb9f0df885a72a0b32b2f47563ab3170f30276f8945dcdacb
supplementary_source_data/metrics_per_trajectory_local.csv,5342,3681bf82f82a032e652d2ee763d94de131d86279099f88870af79fd5ad4fd628
supplementary_source_data/n3_summary_local.csv,1620,3e8843bc0e63992cf532c8c41fa9d171d9edc16cd692ec0b4fd883f047543978
supplementary_source_data/potential_property_comparison.csv,7582,be49e08c85587cba7d217388ccfee9fb4be841caf355eda23365d5b85a3d0bb8
supplementary_source_data/SUPPLEMENTARY_SOURCE_INDEX.md,693,05a7ca820abe7d81dbd55209bc8a8ac06a131275b5d56e80f6da22773bce73e4
supplementary_source_data/thickness_control.csv,460,0ed3732510ed6c44c821bd089e1f686ea0d26011903bcee98a99ce4e6a5b7f89
supplementary_source_data/transverse_stress_existing_data.csv,1125,2e2187a84cc4d26e4e33664f4e25c7fa336c41a304e78830e03f5c0f9a468351
zenodo_archive/COMMAT_D_26_03451_ZENODO_v1.zip,2233375981,9a28974a4011641e8eae1797034a4ce7f34b0c4b08d2250075ec92eefaec43cb
zenodo_archive/payload/binary_states/M3_SYM/R1_seed_3847291/M3_SYM_R1_seed3847291_equilibrated.data,62500118,7ae378041c28abf54d7b29d5488e2ea06dd85057693e587db9dd5e67d5a2a679
zenodo_archive/payload/binary_states/M3_SYM/R1_seed_3847291/M3_SYM_R1_seed3847291_final.data,62560618,e2d39dc8904b43c76fdf2921816073d232b3e52bdebec6ba8d6d72373591efc5
zenodo_archive/payload/binary_states/M3_SYM/R1_seed_3847291/M3_SYM_R1_seed3847291_final.restart,40281095,46165b704a02ce9f5ea2e1df3937f0e7ec0b96389634a3bfb8cbbefb13dc8e58
zenodo_archive/payload/binary_states/M3_SYM/R1_seed_3847291/M3_SYM_R1_seed3847291_tension_step_100000.restart,40282890,27475b4a5dc6288259184b5ca3e742ec62f8daa5fcaab91dcb81aa2465f8159e
zenodo_archive/payload/binary_states/M3_SYM/R1_seed_3847291/M3_SYM_R1_seed3847291_tension_step_150000.restart,40282890,6005d59f1e85e6fe1b111cfa0a19c20090affa97d9a6c427776bb06820f434df
zenodo_archive/payload/binary_states/M3_SYM/R1_seed_3847291/M3_SYM_R1_seed3847291_tension_step_200000.restart,40282890,913e1a85967c281217f7680e4e050a31328695cbcbba98a336c2785b17c423d2
zenodo_archive/payload/binary_states/M3_SYM/R1_seed_3847291/M3_SYM_R1_seed3847291_tension_step_250000.restart,40282890,2dd8d8feda6ca4a2661c5cabbb070ea93eec7611e230b25f3f214c21f1b6a40e
zenodo_archive/payload/binary_states/M3_SYM/R1_seed_3847291/M3_SYM_R1_seed3847291_tension_step_50000.restart,40282890,3d411ada425d5317f988b00fe378339bbddcfc7b51dad6c922f184bae53cf52c
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_equil_step_10000.restart,40281411,a9f149e4393466c11864a7168f3c866e2e4616bbc0701e8ad0fc54bce0f75198
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_equil_step_20000.restart,40281411,4f0a3a046c9f6e2e4adf7dd8ff022f8bdbc504c3377dc83163737ab6858525ad
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_equil_step_30000.restart,40281411,cdd999a6d700c80046ea953fe8c5935cd80858e741c931f70cd09e7d5c88d7c5
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_equil_step_40000.restart,40281411,87e6653051514936156a25de1e34e5cd20a26441d47518cbbae2dbd7648d5461
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_equil_step_50000.restart,40281411,edc757ec812c0171aa8e269116c9fd66700294835d79ea2605cfce92d19d91f1
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_equil_step_60000.restart,40281187,3700a7c8821c25c6b29dc189a7c2bae5b25533cb1034bf8a6150e7edd6dda209
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_equil_step_70000.restart,40281187,cea2170a04e9c0db650b0f9ae642718fc88281d3364b1704fb953d67dfa50063
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_final.data,62540248,3f16aaa331d098bb3e8639ea4df0cf285637a7766633c1b813ae5feaf8568f36
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_final.restart,40281095,0a93c4d3872f0b6d4509d62e421295fe2c3431de03d5644771ee22fa8c74c9b7
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_tension_step_100000.restart,40282890,44bc9be2b92fcdff91a880f9cd4e9a3b6e957fd89ff35cfecdb7ea0a4ca486f7
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_tension_step_150000.restart,40282890,795edbe895619960ce6441ffb88e5367f128ae3ee64631797ecfb55bc799e0de
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_tension_step_200000.restart,40282890,8977b04b451e84ef3e50db6a54e8e1c8465fb8a3ad757ed249592e1593d09a72
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_tension_step_250000.restart,40282890,b6fe92efa1e7b0f2ef23f924f239f9b6ff55edc91df581c4c338603c13f41638
zenodo_archive/payload/binary_states/M3_SYM/R2_seed_28471/M3_SYM_R2_seed28471_tension_step_50000.restart,40282890,0c2c03f871b7b3bf5aeae9c271a092731b3e438eca0d89e6e2db9e20e9fb5e3d
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_equil_step_10000.restart,40281411,0837293e1fe6cb4183917a6f5bda8ca9fef762a4d407e973e53e772053f44b14
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_equil_step_20000.restart,40281411,4c15d8095df4ee6e595f13b8444c1946cf7037a0451ba6b4e9691260a38fa633
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_equil_step_30000.restart,40281411,ac42d552d86e5a3611d09dfda05927a2b7f330f26276810e6f0828f2a2e34046
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_equil_step_40000.restart,40281411,a51fc559d66b9c49bd3fa5b492f534f01a4d08080a023831cb789f948935247f
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_equil_step_50000.restart,40281411,56f228f59b23d808c023b5f3b6c6c3ddca1bc15c7a331245c2511e83ac533521
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_equil_step_60000.restart,40281187,70daba1e0aceae4662e53310c0096a50283e862574379696316f7ee2731d3c03
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_equil_step_70000.restart,40281187,e76e1ca8f2e3e3f6e49127b4f147018eb0408108b7ca313660b8cc585e91e896
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_final.data,62561030,e487ffc1ceadf7b35248c813088ab364581baec0f8661ed2f817dfe11cbd3755
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_final.restart,40281095,8caf0795eacfbbf3635e6c9f70cd4e786f76db62bf873a3c0235555fc9c200f8
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_tension_step_100000.restart,40282890,eae49b278827c62c58d3a0773d0e2e1c4ede24833fc995e69c9ed725a436e983
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_tension_step_150000.restart,40282890,8013d43f671cf527959af87ba1cb23d426a858d18f9de5cf7bcea602addca152
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_tension_step_200000.restart,40282890,7a9b7006922004d97ee8d494f997756ebbe89593da082a73ce3662f31bd61eb7
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_tension_step_250000.restart,40282890,9127e018ccb7db3bb6753d784dd71975593946a0b0ae900993c97eab19d3a045
zenodo_archive/payload/binary_states/M3_SYM/R3_seed_39581/M3_SYM_R3_seed39581_tension_step_50000.restart,40282890,48612589b099105d235bd12b626086e6cf4ca4e72ef12b802c6a72443a303236
zenodo_archive/payload/binary_states/M4_RATIO/R1_seed_4928459/M4_RATIO_R1_seed4928459_equilibrated.data,65004217,12ae770e1b78c1c3535adfd699ce6ede4e78fd309a646ef1b6df373ec0f649fa
zenodo_archive/payload/binary_states/M4_RATIO/R1_seed_4928459/M4_RATIO_R1_seed4928459_final.data,65092694,0ad8b41ab01b585222bc55fcb9997e75201a57f77c7df0d8c093cb161b4c5d10
zenodo_archive/payload/binary_states/M4_RATIO/R1_seed_4928459/M4_RATIO_R1_seed4928459_final.restart,41882871,45f64c01af2c92431772bb0d205e109595d0d6b671953d89c40342b50e16cafe
zenodo_archive/payload/binary_states/M4_RATIO/R1_seed_4928459/M4_RATIO_R1_seed4928459_tension_step_100000.restart,41884666,1a42746eee8c5a144cc900c64cbf430f1145cc75636fb4a4667e1e0bb0fcbf87
zenodo_archive/payload/binary_states/M4_RATIO/R1_seed_4928459/M4_RATIO_R1_seed4928459_tension_step_150000.restart,41884666,375af9ef95b45e51a1e6dcee96d12fbde8950a65891102d4ca1b5e61bb1c21fb
zenodo_archive/payload/binary_states/M4_RATIO/R1_seed_4928459/M4_RATIO_R1_seed4928459_tension_step_200000.restart,41884666,e2d91d6547d7be260b73243244eabd8c963ee8ad8de2ccff0da7d93ada04ed39
zenodo_archive/payload/binary_states/M4_RATIO/R1_seed_4928459/M4_RATIO_R1_seed4928459_tension_step_250000.restart,41884666,1a0e82d4cdce443fe31dceec699fdf553aac8d3e882c62b573ef008b54b17f34
zenodo_archive/payload/binary_states/M4_RATIO/R1_seed_4928459/M4_RATIO_R1_seed4928459_tension_step_50000.restart,41884666,13df11d818b919fcd6954a6baac2be27a15a5cce5a96f8ad4e032202f5270790
zenodo_archive/payload/binary_states/M4_RATIO/R2_seed_41777/M4_RATIO_R2_seed41777_equilibrated.data,65001699,7a95dfba00ccf2b78a17031dc8e64a5a73ab75a312912938a41aadb9392c8cbd
zenodo_archive/payload/binary_states/M4_RATIO/R2_seed_41777/M4_RATIO_R2_seed41777_final.data,65073536,642eb28939a795cb6271e78aa615a5d042e557e8909ad58270ebf5fcb81f8f4a
zenodo_archive/payload/binary_states/M4_RATIO/R2_seed_41777/M4_RATIO_R2_seed41777_final.restart,41882871,69c61490f7274bb56c8c15e02f994a955f3c5cad48923a6ca165bf6105dd41bb
zenodo_archive/payload/binary_states/M4_RATIO/R2_seed_41777/M4_RATIO_R2_seed41777_tension_step_100000.restart,41884666,15b388d22b8b715b527db6fdfc89911a5676d4dcd7d82c68774a682cfc884b17
